make_model,body_type,price,vat,km,hp,previous_owners,make,model,body_color,paint_type,gearing_type,displacement,weight,drive_chain,fuel,gears,country_version,cons_combined,cons_city,cons_country,age,upholstery_type,co2_emission,comfort,extras
Opel Corsa,Compact,13050,VAT deductible,1,66.0,0,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1156.0,front,Benzin,6.0,European Union,6.2,7.7,5.4,1,Cloth,142.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12999,VAT deductible,17919,66.0,1,Opel,Corsa,Red,Metallic,Automatic,1398.0,1163.0,front,Benzin,5.0,Germany,4.7,5.8,4.0,1,Cloth,110.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12990,VAT deductible,28990,66.0,1,Opel,Corsa,Blue,Metallic,Automatic,1398.0,1163.0,front,Benzin,5.0,Germany,4.7,5.8,4.0,1,Cloth,110.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12990,VAT deductible,6960,66.0,1,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1141.0,front,Benzin,5.0,Germany,4.8,5.9,4.1,1,Cloth,112.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12999,VAT deductible,4067,66.0,1,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1199.0,front,Benzin,6.0,Germany,6.0,7.8,4.9,1,Cloth,140.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12990,VAT deductible,14200,66.0,1,Opel,Corsa,Red,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,5.9,7.9,4.8,1,Cloth,137.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12990,VAT deductible,21100,66.0,1,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,6.0,8.0,4.9,1,Cloth,139.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12990,VAT deductible,18700,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,6.0,8.0,4.9,1,Cloth,139.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12990,VAT deductible,18700,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,6.0,8.0,4.9,1,Cloth,139.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12990,VAT deductible,4306,66.0,0,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,6.0,7.8,4.9,1,Cloth,140.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12990,VAT deductible,6656,66.0,0,Opel,Corsa,Blue,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,6.0,7.8,4.9,1,Cloth,140.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12990,VAT deductible,11500,66.0,1,Opel,Corsa,Red,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,6.0,7.8,4.9,1,Cloth,140.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12990,VAT deductible,8953,66.0,1,Opel,Corsa,Blue,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,6.0,7.8,4.9,1,Cloth,140.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12990,VAT deductible,5615,66.0,0,Opel,Corsa,Silver,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,6.0,7.8,4.9,1,Cloth,140.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12990,VAT deductible,5300,66.0,0,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,6.0,7.8,4.9,1,Cloth,140.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12990,VAT deductible,8500,66.0,0,Opel,Corsa,Blue,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,6.0,7.8,4.9,1,Cloth,140.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12950,VAT deductible,4833,66.0,1,Opel,Corsa,White,Metallic,Automatic,1397.0,1163.0,front,Benzin,6.0,Germany,5.2,6.8,4.3,1,Cloth,120.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12910,VAT deductible,10500,66.0,1,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1199.0,front,Benzin,6.0,Germany,6.6,8.2,5.7,1,Cloth,150.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12945,VAT deductible,2015,66.0,1,Opel,Corsa,Silver,Metallic,Automatic,1398.0,1163.0,front,Benzin,5.0,Germany,4.8,5.8,4.1,1,Cloth,112.0,Air conditioning,Radio
Opel Corsa,Compact,12945,VAT deductible,9503,66.0,0,Opel,Corsa,Silver,Metallic,Automatic,1398.0,1163.0,front,Benzin,5.0,Germany,4.7,5.8,4.0,1,Cloth,110.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12940,VAT deductible,76403,66.0,1,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1063.0,front,Benzin,5.0,Netherlands,4.7,5.8,4.0,3,Cloth,112.0,Air conditioning,CD player
Opel Corsa,Compact,12910,VAT deductible,13900,66.0,1,Opel,Corsa,Blue,Metallic,Automatic,1398.0,1199.0,front,Benzin,6.0,Germany,6.6,8.2,5.6,1,Cloth,149.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12900,VAT deductible,31300,66.0,1,Opel,Corsa,White,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,6.0,8.0,4.9,1,Cloth,139.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12900,VAT deductible,3600,66.0,2,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,5.9,7.9,4.8,3,Cloth,137.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12900,VAT deductible,28915,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,4.7,5.8,4.0,2,Cloth,110.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12890,VAT deductible,20420,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1398.0,1163.0,front,Benzin,5.0,Germany,4.7,5.8,4.0,1,Cloth,110.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12890,VAT deductible,7100,66.0,1,Opel,Corsa,White,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,5.2,6.6,4.4,1,Cloth,123.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12880,VAT deductible,14080,66.0,1,Opel,Corsa,White,Metallic,Automatic,1398.0,1163.0,front,Benzin,5.0,Germany,4.7,5.8,4.0,1,Cloth,110.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12880,VAT deductible,5689,66.0,1,Opel,Corsa,Red,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,5.1,6.7,4.2,1,Part/Full Leather,121.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12900,VAT deductible,22191,66.0,2,Opel,Corsa,Silver,Metallic,Automatic,1398.0,1199.0,front,Benzin,6.0,Germany,5.9,7.9,4.8,3,Cloth,137.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12880,VAT deductible,26525,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1398.0,1163.0,front,Benzin,5.0,Germany,5.7,6.170041038508629,4.26714272683179,1,Part/Full Leather,112.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12990,VAT deductible,19600,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1398.0,1163.0,front,Benzin,5.0,Germany,4.7,5.8,4.0,1,Part/Full Leather,110.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12990,VAT deductible,460,66.0,1,Opel,Corsa,White,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,6.2,7.7,5.4,1,Cloth,142.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12870,VAT deductible,25600,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,4.7,5.8,4.0,1,Cloth,110.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12990,VAT deductible,30000,66.0,1,Opel,Corsa,White,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,5.7,5.3,3.925,3,Cloth,137.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12990,VAT deductible,40867,66.0,1,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,5.2,6.6,4.4,1,Cloth,123.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12990,VAT deductible,5700,66.0,1,Opel,Corsa,Silver,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,5.2,6.8,4.3,1,Cloth,120.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12990,VAT deductible,3509,66.0,0,Opel,Corsa,Red,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,6.0,7.8,4.9,1,Cloth,140.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12990,VAT deductible,10700,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,5.2,6.8,4.3,1,Cloth,120.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12990,VAT deductible,6000,66.0,1,Opel,Corsa,Grey,Metallic,Automatic,1400.0,1163.0,front,Benzin,6.0,European Union,5.0,7.0,4.0,0,Cloth,121.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12980,VAT deductible,20543,66.0,1,Opel,Corsa,Silver,Metallic,Automatic,1400.0,1163.0,front,Benzin,5.0,Germany,5.2,6.6,4.4,2,Cloth,123.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12990,VAT deductible,14246,66.0,1,Opel,Corsa,Silver,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,5.2,6.6,4.4,1,Cloth,123.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12980,VAT deductible,18745,66.0,1,Opel,Corsa,White,Metallic,Automatic,1398.0,1163.0,front,Benzin,5.0,Germany,4.8,5.9,4.1,1,Cloth,112.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12989,Price negotiable,7999,66.0,1,Opel,Corsa,Blue,Metallic,Automatic,1398.0,1199.0,front,Benzin,6.0,Germany,5.3,5.6374270508084345,4.100973465178125,2,Cloth,149.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12980,VAT deductible,23622,66.0,1,Opel,Corsa,Blue,Metallic,Automatic,1398.0,1163.0,front,Benzin,5.0,Germany,4.8,5.9,4.1,1,Cloth,112.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12980,VAT deductible,16480,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,5.6,7.8,4.9,1,Cloth,140.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12980,VAT deductible,3927,66.0,1,Opel,Corsa,Silver,Metallic,Automatic,1398.0,1163.0,front,Benzin,5.0,Germany,5.7,6.170041038508629,4.26714272683179,1,Cloth,110.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12480,VAT deductible,13096,66.0,1,Opel,Corsa,White,Metallic,Automatic,1398.0,1163.0,front,Benzin,5.0,Germany,4.7,5.8,4.0,1,Cloth,110.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12960,VAT deductible,22800,66.0,1,Opel,Corsa,Silver,Metallic,Automatic,1399.0,1163.0,front,Benzin,5.0,Germany,5.3,5.925,4.275,1,Cloth,124.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12950,VAT deductible,35182,66.0,1,Opel,Corsa,Blue,Metallic,Automatic,1398.0,1063.0,front,Benzin,5.0,Netherlands,4.7,5.8,4.0,3,Cloth,110.0,Air conditioning,CD player
Opel Corsa,Sedans,12490,VAT deductible,20135,66.0,1,Opel,Corsa,Blue,Metallic,Automatic,1398.0,1163.0,front,Benzin,5.0,Germany,4.8,5.9,4.1,2,Cloth,112.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12950,VAT deductible,19164,66.0,1,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,6.3,7.8,5.4,1,Cloth,143.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12850,VAT deductible,3200,66.0,1,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,5.7,5.8,4.2,1,Cloth,136.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12850,VAT deductible,18500,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,5.7,6.170041038508629,4.26714272683179,1,Cloth,136.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12850,VAT deductible,20587,66.0,1,Opel,Corsa,White,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,5.9,7.9,4.8,3,Cloth,137.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12790,VAT deductible,24990,66.0,1,Opel,Corsa,White,Metallic,Automatic,1400.0,1163.0,front,Benzin,5.0,Germany,4.7,5.8,4.0,1,Cloth,112.0,Air conditioning,Bluetooth
Opel Corsa,Other,12790,VAT deductible,36274,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Italy,5.9,7.9,4.8,1,Part/Full Leather,137.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12788,VAT deductible,10,66.0,0,Opel,Corsa,Silver,Metallic,Automatic,1398.0,1248.0,front,Benzin,6.0,European Union,6.3,7.8,5.4,1,Cloth,143.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12788,VAT deductible,10,66.0,0,Opel,Corsa,Silver,Metallic,Automatic,1398.0,1248.0,front,Benzin,6.0,European Union,6.3,7.8,5.4,1,Cloth,143.0,Air conditioning,CD player
Opel Corsa,Sedans,12780,VAT deductible,16550,66.0,1,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1199.0,front,Benzin,6.0,Germany,6.6,8.2,5.6,1,Cloth,149.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12750,VAT deductible,19866,66.0,1,Opel,Corsa,Blue,Metallic,Automatic,1398.0,1041.0,front,Benzin,6.0,Netherlands,4.8,5.9,4.1,2,Cloth,110.0,Air conditioning,CD player
Opel Corsa,Sedans,12777,VAT deductible,26300,66.0,1,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,6.6,8.2,5.6,1,Cloth,149.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12750,VAT deductible,1800,66.0,1,Opel,Corsa,Blue,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,5.9,7.8,4.7,1,Part/Full Leather,135.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12750,VAT deductible,47551,66.0,1,Opel,Corsa,Blue,Metallic,Automatic,1398.0,1063.0,front,Benzin,5.0,Netherlands,4.8,5.8,4.1,3,Part/Full Leather,110.0,Air conditioning,CD player
Opel Corsa,Compact,12750,VAT deductible,19500,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,6.0,8.0,4.9,1,Cloth,139.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12750,VAT deductible,6730,66.0,0,Opel,Corsa,Red,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,6.0,8.0,4.9,0,Cloth,139.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12700,VAT deductible,15091,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1397.0,1163.0,front,Benzin,6.0,Germany,5.2,6.8,4.3,1,Cloth,120.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12695,VAT deductible,12975,66.0,2,Opel,Corsa,White,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,European Union,4.8,5.8,4.1,2,Cloth,112.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12695,VAT deductible,15063,66.0,1,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,6.0,8.0,4.9,1,Cloth,139.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12690,VAT deductible,6600,66.0,1,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1141.0,front,Benzin,6.0,Germany,5.2,6.6,4.3,1,Cloth,123.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12450,VAT deductible,32355,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,5.2,6.6,4.4,1,Part/Full Leather,123.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12435,VAT deductible,21050,51.0,1,Opel,Corsa,White,Metallic,Automatic,1364.0,1163.0,front,Benzin,5.0,Germany,5.3,5.6374270508084345,4.100973465178125,1,Cloth,124.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12400,VAT deductible,7600,66.0,0,Opel,Corsa,White,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,5.3,5.8,4.2,2,Cloth,124.0,Air conditioning,On-board computer
Opel Corsa,Compact,12400,VAT deductible,18875,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,4.7,5.8,4.0,2,Cloth,110.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12400,VAT deductible,28554,66.0,1,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,4.7,5.8,4.0,1,Cloth,110.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12400,VAT deductible,17775,66.0,1,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1199.0,front,Gas,5.0,Germany,5.9,7.4,5.1,2,Cloth,135.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12395,VAT deductible,12075,66.0,1,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,6.0,8.0,4.9,1,Cloth,139.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12650,VAT deductible,62150,66.0,1,Opel,Corsa,Silver,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,5.2,6.6,4.4,2,Cloth,123.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12400,VAT deductible,22693,66.0,1,Opel,Corsa,White,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,4.7,5.8,4.0,1,Cloth,110.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12388,VAT deductible,38522,66.0,1,Opel,Corsa,Blue,Metallic,Automatic,1398.0,1063.0,front,Benzin,5.0,Netherlands,4.8,5.8,4.1,3,Cloth,110.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12395,VAT deductible,11526,66.0,1,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,6.0,8.0,4.9,1,Cloth,139.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12385,VAT deductible,1600,66.0,1,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1141.0,front,Benzin,5.0,Germany,4.8,5.9,4.1,1,Cloth,112.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12380,VAT deductible,2400,66.0,1,Opel,Corsa,Yellow,Metallic,Automatic,1398.0,1141.0,front,Benzin,6.0,Germany,5.2,6.6,4.3,1,Cloth,123.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12380,VAT deductible,41300,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1398.0,1063.0,front,Benzin,5.0,Netherlands,4.8,5.8,4.1,3,Cloth,112.0,Air conditioning,CD player
Opel Corsa,Sedans,12375,VAT deductible,3900,66.0,1,Opel,Corsa,White,Metallic,Automatic,1398.0,1141.0,front,Benzin,6.0,Germany,5.2,6.6,4.3,1,Cloth,123.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12625,VAT deductible,22213,66.0,1,Opel,Corsa,Silver,Metallic,Automatic,1398.0,1163.0,front,Benzin,5.0,Germany,4.7,5.8,4.0,1,Part/Full Leather,124.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12620,VAT deductible,25294,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1398.0,1163.0,front,Benzin,5.0,Germany,4.8,5.9,4.1,1,Cloth,112.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12600,Price negotiable,20300,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1398.0,1199.0,front,Benzin,6.0,Germany,6.0,8.0,4.9,3,Cloth,139.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12625,VAT deductible,18600,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1400.0,1163.0,front,Benzin,6.0,Germany,5.7,6.170041038508629,4.26714272683179,1,Part/Full Leather,132.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12376,VAT deductible,1,66.0,0,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,European Union,6.6,8.2,5.7,1,Part/Full Leather,150.0,Hill Holder,On-board computer
Opel Corsa,Compact,12590,VAT deductible,20936,66.0,1,Opel,Corsa,Silver,Metallic,Automatic,1398.0,1199.0,front,Benzin,6.0,Germany,6.6,8.2,5.6,1,Cloth,149.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12590,VAT deductible,26469,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,5.2,6.6,4.4,1,Cloth,123.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12570,VAT deductible,16400,66.0,1,Opel,Corsa,White,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,5.7,6.170041038508629,4.26714272683179,1,Cloth,132.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12555,VAT deductible,17186,66.0,1,Opel,Corsa,White,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,4.7,5.8,4.0,1,Cloth,110.0,Air conditioning,CD player
Opel Corsa,Compact,12550,VAT deductible,10486,66.0,1,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1163.0,front,Benzin,5.0,Germany,5.7,6.170041038508629,4.26714272683179,2,Cloth,110.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12533,VAT deductible,0,66.0,0,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,5.0,6.0,4.0,1,Cloth,132.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12533,VAT deductible,0,66.0,0,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,5.0,6.0,4.0,1,Cloth,132.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12500,VAT deductible,14471,66.0,1,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Belgium,6.1,7.5,5.3,1,Cloth,142.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12500,VAT deductible,52000,66.0,1,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1199.0,front,Benzin,6.0,Germany,6.6,8.2,5.6,3,Cloth,149.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12500,VAT deductible,38000,66.0,1,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1099.0,front,Benzin,6.0,Germany,6.0,8.0,4.9,3,Cloth,139.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12360,VAT deductible,4900,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,5.3,6.983333333333333,4.6000000000000005,1,Cloth,124.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12500,VAT deductible,18273,66.0,1,Opel,Corsa,Green,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,4.7,5.8,4.0,2,Cloth,110.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12495,VAT deductible,7876,66.0,0,Opel,Corsa,White,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,6.0,8.0,4.9,1,Cloth,139.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12495,VAT deductible,8927,66.0,0,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,6.0,8.0,4.9,1,Cloth,139.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12500,VAT deductible,5000,66.0,1,Opel,Corsa,White,Metallic,Automatic,1398.0,1199.0,front,Benzin,6.0,Spain,6.0,7.8,4.9,1,Cloth,149.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,12499,VAT deductible,19000,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1400.0,1120.0,front,Benzin,5.0,Germany,5.4,5.271428571428571,3.925,1,Cloth,112.0,Air conditioning,Bluetooth
Opel Corsa,Compact,11850,VAT deductible,39300,66.0,1,Opel,Corsa,White,Metallic,Automatic,1398.0,1163.0,front,Benzin,5.0,Germany,5.7,6.170041038508629,4.26714272683179,3,Cloth,110.0,Air conditioning,Bluetooth
Opel Corsa,Compact,11870,VAT deductible,54251,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1398.0,1237.0,front,Benzin,6.0,Germany,5.1,6.7,4.2,2,Cloth,139.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,11800,VAT deductible,10923,66.0,1,Opel,Corsa,White,Uni/basic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,6.0,5.6374270508084345,4.100973465178125,1,Cloth,112.0,Air conditioning,On-board computer
Opel Corsa,Compact,11777,VAT deductible,5600,66.0,1,Opel,Corsa,Silver,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,5.2,6.8,4.3,2,Cloth,120.0,Air conditioning,Bluetooth
Opel Corsa,Compact,11750,VAT deductible,19980,66.0,1,Opel,Corsa,White,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,4.7,5.8,4.0,1,Cloth,110.0,Air conditioning,Bluetooth
Opel Corsa,Compact,11748,VAT deductible,19152,66.0,1,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1163.0,front,Benzin,5.0,Germany,5.7,6.170041038508629,4.26714272683179,1,Cloth,132.0,Air conditioning,On-board computer
Opel Corsa,Compact,11750,VAT deductible,11899,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,4.8,5.9,4.1,1,Cloth,112.0,Air conditioning,Bluetooth
Opel Corsa,Compact,12490,VAT deductible,7991,66.0,2,Opel,Corsa,Blue,Metallic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,5.9,7.9,4.8,2,Cloth,137.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,11690,VAT deductible,13200,66.0,1,Opel,Corsa,White,Uni/basic,Automatic,1398.0,1163.0,front,Benzin,6.0,Germany,5.2,6.6,4.4,3,Cloth,123.0,Air conditioning,MP3
Opel Corsa,Compact,11650,VAT deductible,60756,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1400.0,1163.0,front,Benzin,6.0,Germany,5.9,7.9,4.8,2,Cloth,137.0,Air conditioning,Bluetooth
Opel Corsa,Compact,11750,VAT deductible,19500,66.0,1,Opel,Corsa,Black,Metallic,Automatic,1398.0,1163.0,front,Benzin,5.0,Germany,5.7,6.8,4.5,2,Cloth,116.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,11700,VAT deductible,33450,66.0,1,Opel,Corsa,Grey,Metallic,Automatic,1398.0,1199.0,front,Benzin,6.0,Germany,6.0,8.0,4.9,3,Cloth,139.0,Air conditioning,Bluetooth
Opel Corsa,Sedans,11600,Price negotiable,19644,66.0,1,Opel,Corsa,Blue,Metallic,Automatic,1398.0,1199.0,front,Benzin,6.0,Germany,6.0,8.0,4.9,3,Cloth,139.0,Air conditioning,Bluetooth
